total_area,mean_deltaT,morris_row_index,identifier,Class
0,0,209,22,T
5228.928548624833,3.6110953470256213,209,23,T
0,0,209,24,T
130.26163601423968,1.1392776769569,21,19,NT
88.22422753613704,1.1563077035192997,21,20,T
7032.585874695157,3.223455928708202,21,21,T
2863.4492847547226,1.1542116664467337,21,22,T
672.0937841096811,1.9151270545763883,21,23,T
0,0,21,24,T
4.685216648872988,3.183478310329349,210,19,NT
0,0,210,20,T
2548.5324182314707,5.486805231800098,210,21,T
0,0,210,22,T
0,0,210,23,T
0,0,210,24,T
4.685216648872988,3.183478310329349,211,19,NT
0,0,211,20,T
2548.5324182314707,5.486805231800098,211,21,T
0,0,211,22,T
0,0,211,23,T
0,0,211,24,T
57.72434285070716,1.2878481790996563,212,19,NT
88.22422753570066,1.1563077035197904,212,20,T
4763.534187634723,4.6886935527755425,212,21,T
0,0,212,22,T
684.6820667712211,2.012378330344234,212,23,T
810.7568498193596,1.011468135537221,212,24,T
3.610906978108805,3.324368967286322,213,19,NT
0,0,213,20,T
509.2948797745935,3.238561924834819,213,21,T
0,0,213,22,T
3550.3264651075465,4.169402069693973,213,23,T
0,0,213,24,T
3.610906978108805,3.324368967286322,214,19,NT
0,0,214,20,T
509.2948797745935,3.238561924834819,214,21,T
0,0,214,22,T
3550.3264651075465,4.169402069693973,214,23,T
0,0,214,24,T
13.926016085661589,2.338054488597176,215,19,NT
