total_area,total_averaged_temperature,morris_row_index,location
249.59991014376698,18.249923867839886,132,hasle
1359.0827279989187,20.488003505669443,132,emmepark
5559.146718343069,19.639619827270508,14,limpbach
7250.119787609978,16.893737336248037,14,grundbach
249.59991014190433,18.24992386783302,14,hasle
1260.2193453908865,20.38087743727968,14,emmepark
5559.146718313266,19.639619827270508,15,limpbach
7250.119787609978,16.893737336248037,15,grundbach
249.59991014024027,18.249923867831416,15,hasle
1260.2193453868604,20.380877437275114,15,emmepark
5559.146718343069,19.639619827270508,16,limpbach
7250.119787609978,16.893737336248037,16,grundbach
249.59991014190433,18.24992386783302,16,hasle
1260.2193453908865,20.38087743727968,16,emmepark
5559.146718313266,19.639619827270508,17,limpbach
7250.119787609978,16.893737336248037,17,grundbach
249.59991014024027,18.249923867831416,17,hasle
1260.2193453868604,20.380877437275114,17,emmepark
658.2155355012912,17.749969482421875,18,limpbach
3075.11889653947,16.073237880461928,18,grundbach
249.59991014224394,18.249923867838376,18,hasle
1359.0827280063402,20.48800350567752,18,emmepark
3850.641275178133,19.678470611572266,19,limpbach
3121.0175989677946,16.729637016612216,19,grundbach
249.59991014345132,18.249923867839698,19,hasle
1250.075999438322,20.338798108513252,19,emmepark
5575.470648651888,19.647262573242188,2,limpbach
5415.305365399561,16.416750617418145,2,grundbach
249.59991014065736,18.249923867831665,2,hasle
1101.492787373973,20.127795576843962,2,emmepark
3850.641275178133,19.678470611572266,20,limpbach
3121.0175989677946,16.729637016612216,20,grundbach
249.59991014345132,18.249923867839698,20,hasle
1250.075999438322,20.338798108513252,20,emmepark
672.0937841096811,17.76752281188965,21,limpbach
7032.585874695157,16.830186712785085,21,grundbach
249.59991014065736,18.249923867831665,21,hasle
1330.0784019040166,20.442045056699587,21,emmepark
672.0937841096811,17.76752281188965,22,limpbach
7032.585874695157,16.830186712785085,22,grundbach
249.59991014065736,18.249923867831665,22,hasle
1330.0784019040166,20.442045056699587,22,emmepark
3850.641275178133,19.678470611572266,23,limpbach
3121.0175989677946,16.729637016612216,23,grundbach
249.59991014345132,18.249923867839698,23,hasle
1250.075999438322,20.338798108513252,23,emmepark
3850.641275178133,19.678470611572266,24,limpbach
3121.0175989677946,16.729637016612216,24,grundbach
249.59991014345132,18.249923867839698,24,hasle
1250.075999438322,20.338798108513252,24,emmepark
672.0937841096811,17.76752281188965,25,limpbach
7032.585874695157,16.830186712785085,25,grundbach
249.59991014065736,18.249923867831665,25,hasle
1330.0784019040166,20.442045056699587,25,emmepark
3850.641275178133,19.678470611572266,26,limpbach
3121.0175989677946,16.729637016612216,26,grundbach
249.59991014345132,18.249923867839698,26,hasle
1250.075999438322,20.338798108513252,26,emmepark
3850.641275178133,19.678470611572266,27,limpbach
3121.0175989677946,16.729637016612216,27,grundbach
249.59991014345132,18.249923867839698,27,hasle
1250.075999438322,20.338798108513252,27,emmepark
5575.470648651888,19.647262573242188,28,limpbach
5415.305365399561,16.416750617418145,28,grundbach
249.59991014065736,18.249923867831665,28,hasle
1101.492787373973,20.127795576843962,28,emmepark
5575.470648651888,19.647262573242188,29,limpbach
5415.305365399561,16.416750617418145,29,grundbach
249.59991014065736,18.249923867831665,29,hasle
1101.492787373973,20.127795576843962,29,emmepark
684.6820667712211,17.784666061401367,3,limpbach
4568.717401208703,16.530666929009882,3,grundbach
249.59991014266103,18.24992386783862,3,hasle
1140.5117458324296,20.185664302836255,3,emmepark
684.6820667717211,17.784666061401367,30,limpbach
4343.1567026398625,16.52200026719724,30,grundbach
249.59991014252,18.249923867838532,30,hasle
1140.5117458324296,20.185664302836255,30,emmepark
5575.470648651888,19.647262573242188,31,limpbach
5415.305365399561,16.416750617418145,31,grundbach
249.59991014065736,18.249923867831665,31,hasle
1101.492787373973,20.127795576843962,31,emmepark
5575.470648651888,19.647262573242188,32,limpbach
5415.305365399561,16.416750617418145,32,grundbach
249.59991014065736,18.249923867831665,32,hasle
1101.492787373973,20.127795576843962,32,emmepark
684.6820667712211,17.784666061401367,33,limpbach
4568.717401208703,16.530666929009882,33,grundbach
249.59991014266103,18.24992386783862,33,hasle
1140.5117458324296,20.185664302836255,33,emmepark
672.0937841096811,17.76752281188965,34,limpbach
7032.585874695157,16.830186712785085,34,grundbach
249.59991014065736,18.249923867831665,34,hasle
1330.0784019040166,20.442045056699587,34,emmepark
672.0937841096811,17.76752281188965,35,limpbach
7032.585874695157,16.830186712785085,35,grundbach
249.59991014065736,18.249923867831665,35,hasle
1330.0784019040166,20.442045056699587,35,emmepark
