Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
118	:	1778359377.558	   294.648	0	54966	0	0	Rscript run_model.R 118 7 560 0.5
119	:	1778359402.470	   286.053	0	25673	0	0	Rscript run_model.R 119 7 560 2
120	:	1778359402.865	   288.786	0	26042	0	0	Rscript run_model.R 120 4 560 2
121	:	1778359543.378	   284.171	0	19121	0	0	Rscript run_model.R 121 5 720 2.5
122	:	1778359568.792	   279.668	0	43143	0	0	Rscript run_model.R 122 5 720 1
123	:	1778359580.930	   281.610	0	43143	0	0	Rscript run_model.R 123 2 720 1
125	:	1778359614.417	   285.396	0	27482	0	0	Rscript run_model.R 125 7 400 2
124	:	1778359612.982	   291.783	0	43519	0	0	Rscript run_model.R 124 2 1200 1
126	:	1778359634.954	   287.888	0	55377	0	0	Rscript run_model.R 126 7 400 0.5
127	:	1778359657.644	   289.307	0	52943	0	0	Rscript run_model.R 127 7 880 0.5
128	:	1778359672.455	   295.078	0	52605	0	0	Rscript run_model.R 128 4 880 0.5
129	:	1778359688.537	   288.210	0	31687	0	0	Rscript run_model.R 129 3 720 1.5
130	:	1778359691.661	   286.865	0	16157	0	0	Rscript run_model.R 130 3 720 3
131	:	1778359827.559	   280.550	0	15778	0	0	Rscript run_model.R 131 3 1200 3
132	:	1778359848.473	   277.924	0	15777	0	0	Rscript run_model.R 132 6 1200 3
133	:	1778359862.554	   279.035	0	42588	0	0	Rscript run_model.R 133 6 1040 1
134	:	1778359899.825	   283.898	0	44333	0	0	Rscript run_model.R 134 3 1040 1
135	:	1778359904.779	   283.963	0	47408	0	0	Rscript run_model.R 135 3 560 1
136	:	1778359922.858	   275.490	0	19760	0	0	Rscript run_model.R 136 3 560 2.5
137	:	1778359946.966	   278.862	0	31625	0	0	Rscript run_model.R 137 4 1040 1.5
138	:	1778359967.548	   285.819	0	31255	0	0	Rscript run_model.R 138 7 1040 1.5
140	:	1778359978.536	   282.164	0	16058	0	0	Rscript run_model.R 140 7 560 3
139	:	1778359976.761	   284.591	0	15357	0	0	Rscript run_model.R 139 7 1040 3
141	:	1778360108.276	   274.576	0	31687	0	0	Rscript run_model.R 141 4 720 1.5
142	:	1778360126.408	   268.936	0	16157	0	0	Rscript run_model.R 142 4 720 3
143	:	1778360141.602	   271.917	0	16157	0	0	Rscript run_model.R 143 7 720 3
144	:	1778360183.735	   279.355	0	15778	0	0	Rscript run_model.R 144 7 1200 3
145	:	1778360188.753	   280.773	0	43519	0	0	Rscript run_model.R 145 6 1200 1
