Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
127	:	1781167795.264	    10.639	0	0	0	0	Rscript run_model.R 127 7 880 0.5
128	:	1781167795.364	    10.543	0	0	0	0	Rscript run_model.R 128 4 880 0.5
131	:	1781167798.518	    10.831	0	0	0	0	Rscript run_model.R 131 3 1200 3
132	:	1781167801.317	    10.092	0	0	0	0	Rscript run_model.R 132 6 1200 3
133	:	1781167801.397	    10.103	0	0	0	0	Rscript run_model.R 133 6 1040 1
134	:	1781167801.464	    10.051	0	0	0	0	Rscript run_model.R 134 3 1040 1
135	:	1781167802.108	    10.619	0	0	0	0	Rscript run_model.R 135 3 560 1
138	:	1781167805.914	    10.490	0	0	0	0	Rscript run_model.R 138 7 1040 1.5
136	:	1781167805.903	    10.518	0	0	0	0	Rscript run_model.R 136 3 560 2.5
137	:	1781167805.908	    10.516	0	0	0	0	Rscript run_model.R 137 4 1040 1.5
141	:	1781167811.508	     7.764	0	0	1	0	Rscript run_model.R 141 4 720 1.5
139	:	1781167809.356	    11.019	0	0	0	0	Rscript run_model.R 139 7 1040 3
140	:	1781167811.414	    10.356	0	0	0	0	Rscript run_model.R 140 7 560 3
142	:	1781167811.521	    10.259	0	0	0	0	Rscript run_model.R 142 4 720 3
143	:	1781167812.733	    10.861	0	0	0	0	Rscript run_model.R 143 7 720 3
144	:	1781167816.410	    10.744	0	0	0	0	Rscript run_model.R 144 7 1200 3
145	:	1781167816.428	    10.729	0	0	0	0	Rscript run_model.R 145 6 1200 1
146	:	1781167816.459	    10.699	0	0	0	0	Rscript run_model.R 146 6 720 1
147	:	1781167819.277	    10.903	0	0	0	0	Rscript run_model.R 147 6 720 2.5
148	:	1781167820.382	    10.848	0	0	0	0	Rscript run_model.R 148 3 720 2.5
150	:	1781167821.787	    10.738	0	0	0	0	Rscript run_model.R 150 6 1040 2.5
149	:	1781167821.777	    10.755	0	0	0	0	Rscript run_model.R 149 6 560 2.5
151	:	1781167823.601	    10.929	0	0	0	0	Rscript run_model.R 151 6 1040 1
152	:	1781167827.165	    11.238	0	0	0	0	Rscript run_model.R 152 3 1040 1
153	:	1781167827.255	    11.149	0	0	0	0	Rscript run_model.R 153 2 1040 2.5
154	:	1781167827.306	    11.101	0	0	0	0	Rscript run_model.R 154 5 1040 2.5
155	:	1781167830.186	    11.123	0	0	0	0	Rscript run_model.R 155 5 1040 1
156	:	1781167831.237	    10.740	0	0	0	0	Rscript run_model.R 156 5 560 1
157	:	1781167832.531	    10.868	0	0	0	0	Rscript run_model.R 157 2 400 1.5
158	:	1781167832.537	    10.875	0	0	0	0	Rscript run_model.R 158 5 400 1.5
159	:	1781167834.536	    11.164	0	0	0	0	Rscript run_model.R 159 5 400 3
160	:	1781167838.411	    11.148	0	0	0	0	Rscript run_model.R 160 5 880 3
161	:	1781167838.512	    11.050	0	0	0	0	Rscript run_model.R 161 2 560 3
162	:	1781167838.569	    10.996	0	0	0	0	Rscript run_model.R 162 2 1040 3
