total_area,total_averaged_temperature,morris_row_index,identifier,Class
715.017919847216,19.5556801819595,75,20,T
715.017919847216,19.5556801819595,75,21,T
5575.470648651888,19.647262573242188,75,22,T
57.72434284670595,18.453610468936972,76,18,NT
88.22422753613704,20.55235240274087,76,19,T
3179.74679783707,20.423189163208008,76,20,T
3179.74679783707,20.423189163208008,76,21,T
5559.146718344169,19.639619827270508,76,22,T
252.56551126915326,18.98034015318042,77,18,NT
70.39301430261965,20.543453653594433,77,19,T
1039.5332944744405,20.768963686078727,77,20,T
1039.5332944744405,20.768963686078727,77,21,T
672.0937841103427,17.76752281188965,77,22,T
252.56551127088602,18.980340153180443,78,18,NT
70.39301430189278,20.54345365359312,78,19,T
1039.5332944763852,20.76896368607997,78,20,T
1039.5332944763852,20.76896368607997,78,21,T
658.2155355011722,17.749969482421875,78,22,T
810.7568498423061,19.585285186767578,78,23,T
57.724342850844835,18.453610468956125,79,18,NT
88.22422753613704,20.55235240274087,79,19,T
3637.9984287115262,20.48251724243164,79,20,T
3637.9984287115262,20.48251724243164,79,21,T
5559.146718313266,19.639619827270508,79,22,T
252.56551126915326,18.98034015318042,8,18,NT
70.39301430261965,20.543453653594433,8,19,T
1039.5332944744405,20.768963686078727,8,20,T
1039.5332944744405,20.768963686078727,8,21,T
672.0937841103427,17.76752281188965,8,22,T
57.72434284670595,18.453610468936972,80,18,NT
88.22422753613704,20.55235240274087,80,19,T
3179.74679783707,20.423189163208008,80,20,T
3179.74679783707,20.423189163208008,80,21,T
5559.146718344169,19.639619827270508,80,22,T
252.56551126915326,18.98034015318042,81,18,NT
70.39301430181763,20.54345365359298,81,19,T
1039.5332944744405,20.768963686078727,81,20,T
1039.5332944744405,20.768963686078727,81,21,T
672.0937841096811,17.76752281188965,81,22,T
130.26163601478683,18.77805419725853,82,18,NT
113.32252848126554,20.606662530871063,82,19,T
715.017919847216,19.5556801819595,82,20,T
715.017919847216,19.5556801819595,82,21,T
5575.470648651888,19.647262573242188,82,22,T
57.724342846716496,18.45361046894693,83,18,NT
88.22422753570066,20.552352402740414,83,19,T
684.6820667717211,17.784666061401367,83,22,T
810.7568498349652,19.585285186767578,83,23,T
57.72434285070716,18.453610468957173,84,18,NT
88.22422753570066,20.552352402740414,84,19,T
684.6820667712211,17.784666061401367,84,22,T
810.7568498193596,19.585285186767578,84,23,T
252.56551126915326,18.98034015318042,85,18,NT
70.39301430181763,20.54345365359298,85,19,T
1039.5332944744405,20.768963686078727,85,20,T
1039.5332944744405,20.768963686078727,85,21,T
672.0937841096811,17.76752281188965,85,22,T
57.72434284670595,18.453610468936972,86,18,NT
88.22422753613704,20.55235240274087,86,19,T
3179.74679783707,20.423189163208008,86,20,T
3179.74679783707,20.423189163208008,86,21,T
5559.146718344169,19.639619827270508,86,22,T
57.724342850844835,18.453610468956125,87,18,NT
88.22422753613704,20.55235240274087,87,19,T
3637.9984287115262,20.48251724243164,87,20,T
3637.9984287115262,20.48251724243164,87,21,T
5559.146718313266,19.639619827270508,87,22,T
130.26163601478683,18.77805419725853,88,18,NT
113.32252848126554,20.606662530871063,88,19,T
715.017919847216,19.5556801819595,88,20,T
715.017919847216,19.5556801819595,88,21,T
5575.470648651888,19.647262573242188,88,22,T
82.30540153123223,18.592465077596284,89,18,NT
88.22422753570066,20.552352402740414,89,19,T
684.6820667717211,17.784666061401367,89,22,T
810.7568498280364,19.585285186767578,89,23,T
252.56551127072714,18.980340153180435,9,18,NT
70.39301430181982,20.543453653593247,9,19,T
1039.5332944763852,20.76896368607997,9,20,T
1039.5332944763852,20.76896368607997,9,21,T
658.2155355012912,17.749969482421875,9,22,T
810.7568498422613,19.585285186767578,9,23,T
57.72434285070716,18.453610468957173,90,18,NT
88.22422753570066,20.552352402740414,90,19,T
684.6820667712211,17.784666061401367,90,22,T
810.7568498193596,19.585285186767578,90,23,T
57.72434285070716,18.453610468957173,91,18,NT
88.22422753570066,20.552352402740414,91,19,T
684.6820667712211,17.784666061401367,91,22,T
810.7568498193596,19.585285186767578,91,23,T
57.72434285070716,18.453610468957173,92,18,NT
88.22422753570066,20.552352402740414,92,19,T
684.6820667712211,17.784666061401367,92,22,T
810.7568498193596,19.585285186767578,92,23,T
130.26163601478683,18.77805419725853,93,18,NT
113.32252848126554,20.606662530871063,93,19,T
715.017919847216,19.5556801819595,93,20,T
715.017919847216,19.5556801819595,93,21,T
5575.470648651888,19.647262573242188,93,22,T
130.26163601423968,18.77805419725851,94,18,NT
88.22422753613704,20.55235240274087,94,19,T
2863.4492847547226,20.24560176548851,94,20,T
2863.4492847547226,20.24560176548851,94,21,T
672.0937841096811,17.76752281188965,94,22,T
130.26163601423968,18.77805419725851,95,18,NT
88.22422753613704,20.55235240274087,95,19,T
2863.4492847547226,20.24560176548851,95,20,T
2863.4492847547226,20.24560176548851,95,21,T
672.0937841096811,17.76752281188965,95,22,T
82.30540153504151,18.59246507760089,96,18,NT
81.78003194711394,20.550640106591246,96,19,T
3850.641275178133,19.678470611572266,96,22,T
3595.7997818353815,19.68468817325307,96,23,T
252.56551127072714,18.980340153180435,97,18,NT
70.39301430181982,20.543453653593247,97,19,T
1039.5332944763852,20.76896368607997,97,20,T
1039.5332944763852,20.76896368607997,97,21,T
658.2155355012912,17.749969482421875,97,22,T
810.7568498422613,19.585285186767578,97,23,T
252.56551126915326,18.98034015318042,98,18,NT
70.39301430261965,20.543453653594433,98,19,T
1039.5332944744405,20.768963686078727,98,20,T
1039.5332944744405,20.768963686078727,98,21,T
